nationality_name,overall
Czechia,70
Türkiye,76
Romania,69
Republic of Ireland,68
Spain,70
England,76
Brazil,74
France,75
Senegal,73
Belgium,77
Belgium,72
Spain,77
Germany,68
Sweden,73
Korea Republic,70
United States,68
France,73
Japan,67
Uruguay,70
Spain,77
Germany,69
Spain,68
Brazil,76
Netherlands,76
Argentina,74
Argentina,75
Portugal,68
Colombia,71
Mali,74
France,71
Türkiye,69
Brazil,85
Italy,73
Germany,73
Australia,70
Greece,77
Brazil,75
Russia,78
Wales,75
Madagascar,71
Algeria,71
Brazil,71
Italy,75
Portugal,79
Ghana,65
Brazil,69
Spain,74
Brazil,72
Morocco,82
Argentina,69
Czechia,77
Argentina,76
Brazil,69
Australia,68
Spain,78
England,70
Denmark,72
England,74
Norway,69
Kosovo,68
Morocco,70
Nigeria,80
Congo DR,67
Switzerland,73
Argentina,70
Peru,71
Scotland,74
Brazil,68
Suriname,74
Guinea-Bissau,71
Romania,76
Sweden,73
Sweden,75
Austria,75
Argentina,71
Uruguay,68
Côte d'Ivoire,70
Cyprus,71
Algeria,75
Switzerland,74
Denmark,68
Chile,69
France,80
Germany,72
Wales,75
England,70
Italy,71
Brazil,76
Scotland,68
Argentina,75
Netherlands,78
Ecuador,68
Argentina,69
Japan,74
Albania,71
England,70
Argentina,81
England,68
Peru,69
France,70
Brazil,69
India,58
Uruguay,70
Chile,70
Argentina,71
Australia,71
Norway,71
Uruguay,72
Spain,72
Spain,73
France,70
England,72
Italy,72
Scotland,70
Argentina,73
England,72
Brazil,68
Italy,74
Belgium,70
Sweden,73
Greece,74
Saudi Arabia,68
Suriname,69
Czechia,69
Spain,72
Brazil,74
Türkiye,73
Finland,72
Austria,69
Serbia,76
Ghana,68
Sweden,72
Belgium,71
Netherlands,74
Italy,71
Bosnia and Herzegovina,67
Colombia,70
Romania,70
Poland,73
Germany,75
Argentina,69
Czechia,74
Italy,72
Italy,68
France,81
England,73
Germany,73
Scotland,69
Greece,77
Germany,69
Argentina,70
Denmark,76
Spain,76
Norway,65
China PR,71
Slovenia,77
Austria,75
United States,75
Sweden,67
England,66
England,74
India,64
Ghana,69
England,74
Morocco,69
Australia,67
England,78
Netherlands,76
France,74
England,70
Norway,68
Morocco,74
France,75
Bulgaria,74
Brazil,82
Portugal,70
Brazil,73
Poland,70
Algeria,72
Sweden,70
Germany,67
Colombia,73
Canada,72
Korea Republic,67
Korea Republic,66
England,65
Nigeria,70
Denmark,74
Italy,77
England,71
Denmark,70
Argentina,73
Korea Republic,70
Morocco,77
Italy,75
Ukraine,73
Switzerland,68
Colombia,70
Spain,67
Morocco,70
Uruguay,73
Senegal,77
France,76
Spain,78
Spain,80
Croatia,76
South Africa,71
Australia,69
Japan,70
France,69
Brazil,74
Gambia,77
England,67
Türkiye,73
Belgium,75
Italy,69
Portugal,70
Northern Ireland,70
Mali,68
Spain,75
Portugal,80
Italy,69
Türkiye,70
Italy,72
Australia,68
Germany,73
Netherlands,72
Austria,71
Colombia,69
France,81
Northern Ireland,68
Brazil,71
Gambia,78
Poland,73
Argentina,70
Austria,70
Denmark,75
Republic of Ireland,70
Germany,77
Italy,67
Brazil,73
England,78
Argentina,76
Czechia,72
Morocco,72
United States,71
Senegal,73
Netherlands,69
Argentina,69
Spain,69
Portugal,68
England,83
England,65
Belgium,70
Italy,71
Netherlands,68
United States,76
Hungary,70
Türkiye,68
Sweden,72
Kosovo,72
Argentina,73
Côte d'Ivoire,68
Norway,66
Denmark,69
Gambia,71
Korea Republic,67
Germany,72
Denmark,70
Italy,71
England,80
Ukraine,78
Georgia,74
France,68
Brazil,72
Argentina,73
Serbia,73
France,70
Argentina,69
Nigeria,73
Finland,68
England,65
Greece,71
Croatia,68
England,70
France,78
Spain,68
Romania,74
Senegal,72
France,70
Saudi Arabia,70
Venezuela,68
Portugal,86
Germany,72
France,76
Argentina,72
Czechia,73
Spain,82
Brazil,81
Germany,68
England,66
Canada,70
Brazil,75
Croatia,70
Brazil,77
Sweden,70
Nigeria,67
Germany,69
Brazil,88
Türkiye,67
Uruguay,70
Italy,84
Romania,66
Netherlands,67
Colombia,69
Ecuador,70
Denmark,78
Cabo Verde,70
Denmark,68
Greece,73
Armenia,67
Spain,64
Spain,74
Romania,68
Argentina,73
Brazil,70
Spain,78
Spain,75
Argentina,68
Brazil,72
Colombia,79
England,65
England,69
Australia,70
Saudi Arabia,75
Algeria,75
Netherlands,68
Denmark,73
Argentina,68
Brazil,73
Argentina,72
England,75
Australia,72
Spain,71
Spain,72
England,72
France,74
Germany,67
Italy,68
Guinea,69
Angola,71
Norway,72
Spain,70
Cameroon,69
Congo DR,74
Argentina,82
Argentina,70
Serbia,75
Brazil,74
Argentina,68
Grenada,65
Greece,68
Italy,67
Poland,72
United States,69
Republic of Ireland,75
England,72
Scotland,63
Brazil,72
Czechia,77
Canada,72
Sweden,73
Korea Republic,71
France,69
Belgium,74
Brazil,70
Poland,69
Türkiye,72
Spain,68
England,70
Jordan,75
Paraguay,71
Spain,74
Croatia,82
Czechia,74
United States,68
Spain,70
China PR,67
Spain,74
Benin,71
Italy,71
Saudi Arabia,68
Brazil,69
Norway,71
Brazil,76
France,73
Spain,76
Belgium,72
Brazil,77
Argentina,73
Croatia,71
Wales,67
Côte d'Ivoire,72
Netherlands,76
Greece,67
Germany,77
France,74
Poland,66
Brazil,74
Suriname,73
Denmark,70
England,68
Portugal,72
Uruguay,75
Morocco,74
Canada,72
Norway,70
Brazil,74
Spain,76
Spain,73
Italy,74
Germany,68
Switzerland,75
Spain,72
Spain,74
England,70
Cameroon,70
Côte d'Ivoire,73
Sweden,70
Türkiye,67
Australia,69
Argentina,71
England,70
England,68
Spain,72
Argentina,78
England,68
Spain,72
Poland,69
Japan,71
Poland,71
Czechia,74
Australia,68
Chile,72
Côte d'Ivoire,77
France,72
United States,68
France,73
Spain,71
Japan,72
Argentina,73
Tunisia,72
England,75
England,72
Spain,82
Bosnia and Herzegovina,72
Brazil,74
United States,69
England,66
Qatar,70
Korea Republic,67
Argentina,70
France,70
Belgium,74
Argentina,70
France,73
Spain,75
Türkiye,69
Czechia,70
Sweden,65
Portugal,75
Serbia,76
Italy,72
Türkiye,69
Spain,75
Belgium,75
Korea Republic,66
Netherlands,70
Suriname,72
Netherlands,78
Brazil,75
Argentina,71
France,67
Korea Republic,74
Poland,75
Iceland,70
Belgium,70
United States,72
Germany,70
England,82
Tunisia,69
Argentina,70
Romania,68
Brazil,72
Republic of Ireland,66
Paraguay,69
Poland,67
Chile,71
France,75
France,71
Brazil,71
England,66
United States,69
Argentina,70
United States,68
Northern Ireland,68
Netherlands,74
Argentina,76
Sweden,68
Italy,71
Germany,72
Sweden,69
Brazil,78
Norway,70
Brazil,71
United States,71
Argentina,68
Spain,70
Brazil,69
Norway,70
Portugal,75
Sweden,67
Brazil,71
Argentina,70
Germany,73
Australia,69
Norway,73
England,72
Switzerland,72
Romania,70
England,73
Argentina,69
Germany,70
Türkiye,72
Poland,69
Portugal,69
England,72
Italy,66
Norway,65
Croatia,70
Netherlands,72
Belgium,70
Spain,73
Venezuela,69
Croatia,68
Nigeria,72
Suriname,68
Republic of Ireland,69
Georgia,69
Argentina,75
Italy,68
Korea Republic,70
Poland,74
France,68
Germany,73
Sweden,71
France,75
Poland,70
Switzerland,66
Croatia,75
Togo,77
Portugal,72
England,66
Republic of Ireland,68
Cabo Verde,69
Argentina,74
Korea Republic,67
Guinea-Bissau,70
Montenegro,70
Mali,74
Argentina,70
France,72
England,72
Austria,71
Republic of Ireland,71
Northern Ireland,69
Guinea,73
Brazil,73
France,76
Germany,78
Spain,73
Portugal,70
Norway,72
Spain,73
Argentina,69
England,67
England,70
Argentina,73
Ukraine,72
Grenada,69
Hungary,69
Germany,79
Italy,71
England,71
Kosovo,79
Argentina,70
Italy,72
Zambia,75
Spain,71
Argentina,71
Germany,69
United States,68
Norway,71
Spain,73
England,72
Jamaica,68
Italy,75
Belgium,70
Côte d'Ivoire,79
Brazil,77
Austria,68
Mali,70
Ecuador,70
Colombia,74
Scotland,66
Germany,66
France,70
Brazil,70
France,75
Angola,67
Argentina,69
Argentina,70
Germany,71
Brazil,75
Republic of Ireland,69
Italy,79
Spain,77
Jamaica,68
Germany,67
France,68
Uruguay,75
England,71
Ukraine,69
Belgium,68
Morocco,73
Denmark,69
Greece,75
Norway,68
Uruguay,68
Bulgaria,69
Argentina,75
France,75
Switzerland,70
France,72
Cabo Verde,72
Equatorial Guinea,76
France,75
Denmark,78
Italy,69
Austria,68
France,74
Scotland,70
Spain,77
Morocco,71
Argentina,74
England,70
Argentina,71
Nigeria,72
Netherlands,72
Portugal,75
England,69
Spain,70
Portugal,76
Israel,77
England,68
France,67
Portugal,65
Norway,67
France,73
Qatar,78
Denmark,77
Argentina,70
Brazil,76
Netherlands,74
Spain,71
France,69
Kosovo,68
Canada,71
England,64
England,70
Bangladesh,72
Spain,74
Belgium,80
France,73
Argentina,67
Belgium,70
Scotland,68
Saudi Arabia,69
Curacao,71
England,67
Argentina,68
Spain,73
Spain,69
Brazil,69
Palestine,69
Ecuador,71
Colombia,68
Norway,78
Senegal,73
Indonesia,70
Norway,65
England,76
Spain,70
Scotland,65
Venezuela,69
Austria,77
Korea Republic,70
Spain,79
Romania,70
Albania,70
England,66
China PR,66
Türkiye,66
Senegal,69
Korea Republic,68
Spain,67
Italy,71
Ecuador,70
Denmark,74
Uruguay,67
Mali,67
Switzerland,75
England,72
England,77
Hungary,69
Ukraine,67
Qatar,71
Denmark,68
Netherlands,67
Romania,74
United States,69
Greece,67
Brazil,76
Scotland,67
Netherlands,70
Slovenia,67
Brazil,73
Ghana,69
Spain,77
Brazil,74
England,64
Argentina,71
France,71
Norway,67
Belgium,78
United States,71
Switzerland,67
Uruguay,70
Scotland,73
Ukraine,72
France,73
Australia,66
Ukraine,72
Moldova,63
United States,73
France,69
Brazil,71
Germany,75
Argentina,71
Germany,66
Italy,74
Spain,68
Germany,69
Netherlands,69
Wales,73
Romania,66
Kosovo,71
Spain,72
Türkiye,72
Poland,67
Spain,69
Germany,74
Norway,69
Poland,69
England,69
Sweden,72
Norway,67
Japan,70
Brazil,70
Switzerland,73
Denmark,69
Poland,71
England,67
Korea Republic,72
Morocco,69
Sweden,65
France,70
Argentina,74
Wales,76
Spain,71
Türkiye,75
Argentina,72
England,71
Peru,68
Netherlands,71
England,70
Argentina,67
Germany,68
Spain,71
Brazil,75
Uruguay,70
Portugal,75
France,68
Togo,77
Portugal,72
Norway,71
England,66
Austria,68
Greece,68
Japan,75
Argentina,69
Spain,74
Germany,68
Brazil,68
Paraguay,68
Sweden,75
Spain,70
England,72
Germany,73
Norway,75
Italy,75
Côte d'Ivoire,74
Italy,69
Germany,75
Argentina,71
Belgium,69
Italy,70
Poland,68
Brazil,73
Spain,72
Germany,79
Belgium,72
Dominican Republic,70
France,72
England,70
England,68
Spain,66
Sweden,72
Australia,71
New Zealand,67
Brazil,75
Germany,74
Côte d'Ivoire,75
Romania,68
Senegal,82
Denmark,70
Argentina,70
Brazil,72
Cabo Verde,66
Ukraine,69
England,70
Spain,73
Poland,68
Benin,65
Denmark,72
France,67
France,72
United States,71
Suriname,66
Haiti,70
Germany,67
Chile,71
Italy,69
Italy,70
Albania,71
Italy,70
Wales,70
Japan,69
Wales,68
France,66
Spain,71
Argentina,72
France,67
Mali,68
Italy,71
Denmark,72
England,72
Angola,75
Netherlands,71
Uruguay,76
Wales,71
Spain,69
Brazil,70
Germany,66
Scotland,73
Greece,71
France,69
Algeria,74
Peru,68
Argentina,73
Finland,68
Germany,71
Denmark,69
Netherlands,69
Netherlands,84
Germany,66
Uruguay,69
Argentina,74
Austria,67
Brazil,68
Slovakia,70
Ghana,67
Spain,72
Mali,69
Argentina,71
Ghana,77
Spain,74
England,72
Romania,75
Cameroon,73
Scotland,72
Serbia,70
Netherlands,66
France,71
Nigeria,68
Mali,68
Denmark,71
Germany,75
Germany,69
Brazil,71
Korea Republic,66
Norway,72
Poland,68
Senegal,67
Argentina,71
Germany,71
Republic of Ireland,69
Republic of Ireland,76
Australia,67
Germany,71
Benin,73
Spain,69
Poland,78
Ukraine,70
Italy,73
Norway,68
Spain,73
Norway,70
Austria,67
Italy,67
Brazil,70
Italy,69
Chile,68
Brazil,73
Algeria,68
Northern Ireland,69
Senegal,68
Zimbabwe,70
France,78
United States,70
Argentina,73
Republic of Ireland,65
Peru,71
Ukraine,68
North Macedonia,69
Netherlands,78
Austria,71
Sweden,71
England,70
Uruguay,73
Brazil,70
Korea Republic,66
Brazil,73
Spain,73
Portugal,67
Ecuador,67
Finland,74
Switzerland,72
France,68
Sweden,68
Spain,75
Brazil,75
Norway,69
Brazil,69
France,70
Suriname,69
Uruguay,71
Croatia,72
Côte d'Ivoire,68
Belgium,66
Nigeria,68
Sweden,69
Netherlands,66
Denmark,67
Argentina,74
Ukraine,71
Chile,69
France,80
England,70
Bosnia and Herzegovina,70
Tunisia,68
Spain,69
Argentina,72
Sweden,72
Czechia,72
England,69
Uruguay,70
Argentina,67
Brazil,70
Norway,72
Spain,72
Netherlands,66
England,67
Chile,69
Peru,69
England,70
El Salvador,70
Netherlands,66
Italy,71
Brazil,72
Argentina,72
Argentina,71
Spain,77
Ecuador,66
Finland,70
France,70
England,73
Poland,69
Austria,68
Germany,70
Germany,81
Spain,73
United States,66
Netherlands,69
Spain,76
France,71
Argentina,69
Brazil,68
Wales,67
Italy,72
England,73
Uruguay,69
Japan,70
Paraguay,67
Brazil,73
Brazil,76
Denmark,74
Ecuador,86
Portugal,73
New Zealand,67
Belgium,73
United States,67
France,75
Germany,72
Spain,73
Paraguay,76
Uruguay,72
Argentina,70
Argentina,67
Norway,68
Romania,74
Brazil,72
Argentina,69
Uganda,69
Canada,68
Austria,65
Brazil,71
Uruguay,83
Honduras,73
Colombia,69
Czechia,70
Saudi Arabia,71
Germany,76
Uruguay,71
Sweden,67
Switzerland,70
Scotland,64
Croatia,73
Türkiye,70
Scotland,69
Brazil,67
Denmark,73
Germany,74
Scotland,67
Czechia,68
Italy,70
Scotland,70
Chile,72
Italy,66
Sweden,69
Scotland,74
England,81
England,72
Spain,71
Argentina,71
Germany,66
Austria,75
Norway,68
England,67
France,65
Algeria,73
Austria,67
Italy,71
Senegal,72
Norway,67
Algeria,74
Qatar,69
Kosovo,70
England,69
Northern Ireland,64
Argentina,70
Mali,71
Czechia,71
Colombia,70
Netherlands,67
Türkiye,73
Spain,75
France,77
Uzbekistan,74
Germany,70
Switzerland,66
Senegal,76
Brazil,80
England,66
England,71
Belgium,72
Greece,72
France,71
Senegal,71
Congo DR,75
Italy,71
Syria,69
Argentina,67
Morocco,73
Colombia,69
Colombia,72
Ghana,74
Spain,79
Spain,70
Argentina,69
Ecuador,69
Côte d'Ivoire,73
Norway,74
Guyana,71
France,72
Morocco,76
India,60
Brazil,72
Netherlands,69
Argentina,66
Netherlands,68
Poland,70
Belgium,65
Australia,68
Italy,68
England,73
Germany,66
Poland,68
Italy,71
Greece,67
Spain,68
Croatia,78
Norway,69
England,66
England,69
Spain,69
France,79
Spain,69
France,71
Nigeria,73
Peru,71
Portugal,67
Chile,73
Greece,72
Japan,71
England,74
England,66
Argentina,78
Republic of Ireland,67
France,70
Bosnia and Herzegovina,68
Wales,68
Poland,68
United States,68
Georgia,70
Ecuador,70
Romania,65
United States,70
Italy,67
Germany,74
Netherlands,74
Romania,64
Cameroon,67
Portugal,78
Greece,72
Brazil,70
Belgium,73
Spain,74
France,69
Croatia,75
Romania,66
Bolivia,66
Slovakia,81
Morocco,73
Australia,66
Croatia,70
Morocco,76
Montenegro,68
Spain,70
Germany,73
Austria,75
Côte d'Ivoire,70
Spain,66
Netherlands,75
France,71
Italy,70
Greece,70
Kosovo,83
Bulgaria,70
Denmark,76
Netherlands,68
Portugal,69
France,68
Germany,67
Italy,71
Spain,67
North Macedonia,68
Portugal,75
United States,77
Netherlands,74
Jamaica,70
Australia,68
Austria,69
Scotland,67
Australia,66
Netherlands,69
Croatia,69
Netherlands,67
Chile,76
Brazil,72
Iraq,68
Argentina,71
Spain,71
England,75
France,75
Spain,68
France,86
Portugal,69
Brazil,71
Türkiye,67
Uruguay,71
Bermuda,70
Brazil,75
Spain,72
Togo,75
Wales,68
Germany,71
Côte d'Ivoire,69
Gambia,68
Spain,78
Nigeria,72
Belgium,71
New Zealand,68
Honduras,73
Australia,65
Spain,71
Argentina,66
Finland,69
Belgium,72
Denmark,71
Spain,70
Norway,67
Poland,71
Libya,70
England,64
Korea Republic,69
England,70
Zimbabwe,72
Uruguay,72
England,67
Canada,68
Nigeria,65
England,67
Ghana,73
Czechia,68
Morocco,70
Spain,75
Chile,68
Uruguay,73
China PR,70
Ukraine,72
Mexico,74
Republic of Ireland,65
India,62
Brazil,71
Germany,68
Netherlands,71
France,66
United States,68
Brazil,68
Denmark,68
Argentina,73
Algeria,70
Spain,72
China PR,70
Spain,73
Comoros,67
Argentina,74
Ecuador,71
China PR,64
Argentina,70
Brazil,69
Korea Republic,68
Senegal,69
Germany,67
England,68
Türkiye,69
Mali,71
Korea Republic,63
Kenya,69
Türkiye,68
Colombia,72
Switzerland,73
United States,74
England,74
Croatia,71
Italy,68
Brazil,70
Korea Republic,70
Scotland,64
England,65
Denmark,69
England,68
Brazil,73
Brazil,74
Korea Republic,68
England,74
Brazil,78
Honduras,71
Korea Republic,67
Norway,72
Brazil,76
Netherlands,72
Colombia,68
Uruguay,70
Portugal,67
Sweden,72
Norway,67
Belgium,70
France,78
Sweden,66
Uruguay,71
Switzerland,72
Bulgaria,67
Germany,66
Brazil,69
Chile,67
Malta,69
United States,72
Netherlands,73
Hungary,71
Italy,67
England,70
Greece,68
Brazil,67
Türkiye,74
France,75
Argentina,70
France,70
Brazil,78
Korea Republic,71
Brazil,72
Norway,75
Spain,76
Argentina,67
Argentina,72
France,73
Iraq,68
Türkiye,73
Germany,67
United States,72
France,71
Denmark,69
Italy,83
Denmark,68
England,74
England,65
Morocco,71
Australia,67
Czechia,68
Scotland,67
Serbia,73
Argentina,72
Cameroon,75
Uruguay,76
Tunisia,73
England,68
Scotland,73
Brazil,79
Portugal,66
Germany,65
Denmark,67
Belgium,74
Albania,68
England,69
Argentina,68
Italy,66
Guatemala,71
Morocco,73
Korea Republic,70
Morocco,72
Netherlands,73
Scotland,64
Norway,65
Côte d'Ivoire,66
China PR,67
Paraguay,71
New Zealand,69
Brazil,73
Italy,69
Spain,74
Belgium,71
Morocco,76
Senegal,70
Tanzania,68
Morocco,70
Iran,71
Italy,66
Czechia,74
Brazil,70
Scotland,65
Iceland,74
Italy,72
Scotland,66
Morocco,73
Australia,69
Portugal,72
Slovenia,69
Belgium,72
Austria,68
Paraguay,74
Peru,69
France,75
Belgium,70
Germany,69
France,76
Spain,71
Brazil,75
England,71
Egypt,73
Italy,69
Korea Republic,69
Italy,65
Chile,71
Brazil,71
Kosovo,67
Wales,65
Brazil,69
England,71
Costa Rica,69
Spain,75
France,68
Brazil,75
England,68
Spain,74
Sweden,66
Spain,69
Norway,70
Spain,73
Kosovo,66
Denmark,71
Spain,70
Portugal,70
Wales,69
Argentina,69
Spain,66
France,69
Poland,67
Cameroon,71
Brazil,73
Belgium,78
France,71
Netherlands,69
Brazil,68
Argentina,69
England,69
Denmark,69
Scotland,69
Philippines,70
Germany,73
Korea Republic,69
Spain,68
Argentina,68
Colombia,71
Sweden,72
Italy,74
Ghana,67
Spain,68
Israel,76
United States,70
Germany,64
Finland,75
England,66
Germany,66
Netherlands,73
Germany,70
Netherlands,74
England,69
Brazil,73
Ghana,72
Paraguay,70
England,67
Brazil,72
Austria,67
Ghana,71
Korea Republic,69
Brazil,74
Peru,66
Germany,68
Romania,63
Equatorial Guinea,69
Korea Republic,71
Germany,69
Italy,68
Sweden,71
Peru,69
Germany,71
Peru,71
Austria,71
United States,69
Italy,69
Uruguay,73
England,66
Brazil,70
Spain,73
England,67
France,72
